PWM Percentage ,Voltage ,,PWM  percentage, Encoder Value ,Speed  M/S,,,Without Load 60 percent PWM,,,Without Load 60 PWM,,,Without Load 60 PWM,,,Withload 60 PWM,,,With Load 60 PWM ,,,With Load PWM 60,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM ,,,Withload 30 PWM 
,,,,,,,,20:30:04.776 -> 3305,,,20:35:06.616 -> 3197,,,20:37:03.378 -> 3229,,,20:46:19.617 -> 3061,,,20:55:16.891 -> 2903,,,20:56:15.084 -> 2905,,,20:59:09.635 -> 1269,,,21:00:16.083 -> 1327,,,21:01:09.179 -> 1342,,,21:02:49.519 -> 1347,,,21:03:59.801 -> 1292
,,,,,,,,20:30:04.816 -> 3312,,,20:35:06.616 -> 3207,,,20:37:03.378 -> 3239,,,20:46:19.617 -> 3071,,,20:55:16.891 -> 2912,,,20:56:15.128 -> 2913,,,20:59:09.683 -> 1272,,,21:00:16.127 -> 1330,,,21:01:09.179 -> 1346,,,21:02:49.563 -> 1351,,,21:03:59.801 -> 1295
,,,,,,,,20:30:04.816 -> 3319,,,20:35:06.616 -> 3216,,,20:37:03.378 -> 3249,,,20:46:19.617 -> 3080,,,20:55:16.891 -> 2920,,,20:56:15.128 -> 2921,,,20:59:09.683 -> 1274,,,21:00:16.127 -> 1333,,,21:01:09.179 -> 1350,,,21:02:49.563 -> 1355,,,21:03:59.801 -> 1298
,,,,,,,,20:30:04.816 -> 3325,,,20:35:06.616 -> 3225,,,20:37:03.378 -> 3258,,,20:46:19.666 -> 3089,,,20:55:16.939 -> 2928,,,20:56:15.128 -> 2929,,,20:59:09.683 -> 1277,,,21:00:16.127 -> 1336,,,21:01:09.179 -> 1353,,,21:02:49.563 -> 1358,,,21:03:59.801 -> 1300
,,,,,,,,20:30:04.816 -> 3332,,,20:35:06.660 -> 3234,,,20:37:03.427 -> 3267,,,20:46:19.666 -> 3097,,,20:55:16.939 -> 2936,,,20:56:15.128 -> 2937,,,20:59:09.683 -> 1280,,,21:00:16.127 -> 1339,,,21:01:09.228 -> 1357,,,21:02:49.563 -> 1361,,,21:03:59.801 -> 1303
,,,,,,,,20:30:04.864 -> 3338,,,20:35:06.660 -> 3243,,,20:37:03.427 -> 3276,,,20:46:19.666 -> 3106,,,20:55:16.939 -> 2944,,,20:56:15.128 -> 2944,,,20:59:09.683 -> 1282,,,21:00:16.127 -> 1342,,,21:01:09.228 -> 1360,,,21:02:49.608 -> 1364,,,21:03:59.849 -> 1305
,,,,,,,,20:30:04.864 -> 3344,,,20:35:06.660 -> 3251,,,20:37:03.427 -> 3285,,,20:46:19.666 -> 3114,,,20:55:16.939 -> 2951,,,20:56:15.176 -> 2951,,,20:59:09.727 -> 1284,,,21:00:16.172 -> 1344,,,21:01:09.228 -> 1363,,,21:02:49.608 -> 1367,,,21:03:59.849 -> 1307
,,,,,,,,20:30:04.864 -> 3350,,,20:35:06.660 -> 3259,,,20:37:03.427 -> 3293,,,20:46:19.715 -> 3122,,,20:55:16.939 -> 2958,,,20:56:15.176 -> 2959,,,20:59:09.727 -> 1286,,,21:00:16.172 -> 1347,,,21:01:09.228 -> 1366,,,21:02:49.608 -> 1370,,,21:03:59.849 -> 1309
,,,,,,,,20:30:04.864 -> 3356,,,20:35:06.704 -> 3267,,,20:37:03.427 -> 3301,,,20:46:19.715 -> 3130,,,20:55:16.988 -> 2965,,,20:56:15.176 -> 2966,,,20:59:09.727 -> 1288,,,21:00:16.172 -> 1349,,,21:01:09.228 -> 1369,,,21:02:49.608 -> 1373,,,21:03:59.849 -> 1311
,,,,,,,,20:30:04.864 -> 3362,,,20:35:06.704 -> 3275,,,20:37:03.471 -> 3309,,,20:46:19.715 -> 3138,,,20:55:16.988 -> 2972,,,20:56:15.176 -> 2972,,,20:59:09.727 -> 1290,,,21:00:16.172 -> 1351,,,21:01:09.272 -> 1372,,,21:02:49.608 -> 1375,,,21:03:59.897 -> 1313
,,,,,,,,20:30:04.912 -> 3367,,,20:35:06.704 -> 3282,,,20:37:03.471 -> 3316,,,20:46:19.715 -> 3146,,,20:55:16.988 -> 2979,,,20:56:15.220 -> 2979,,,20:59:09.727 -> 1292,,,21:00:16.215 -> 1353,,,21:01:09.272 -> 1375,,,21:02:49.641 -> 1377,,,21:03:59.897 -> 1314
,,,,,,,,20:30:04.912 -> 3372,,,20:35:06.704 -> 3289,,,20:37:03.471 -> 3324,,,20:46:19.715 -> 3153,,,20:55:16.988 -> 2985,,,20:56:15.220 -> 2985,,,20:59:09.775 -> 1293,,,21:00:16.215 -> 1355,,,21:01:09.272 -> 1377,,,21:02:49.641 -> 1380,,,21:03:59.897 -> 1316
,,,,,,,,20:30:04.912 -> 3377,,,20:35:06.748 -> 3296,,,20:37:03.471 -> 3331,,,20:46:19.763 -> 3161,,,20:55:16.988 -> 2992,,,20:56:15.220 -> 2992,,,20:59:09.775 -> 1294,,,21:00:16.215 -> 1356,,,21:01:09.272 -> 1380,,,21:02:49.641 -> 1382,,,21:03:59.897 -> 1317
,,,,,,,,20:30:04.912 -> 3382,,,20:35:06.748 -> 3303,,,20:37:03.518 -> 3338,,,20:46:19.763 -> 3168,,,20:55:17.036 -> 2998,,,20:56:15.220 -> 2998,,,20:59:09.775 -> 1295,,,21:00:16.215 -> 1358,,,21:01:09.272 -> 1382,,,21:02:49.675 -> 1384,,,21:03:59.897 -> 1318
,,,,,,,,20:30:04.912 -> 3386,,,20:35:06.748 -> 3310,,,20:37:03.518 -> 3344,,,20:46:19.763 -> 3175,,,20:55:17.036 -> 3004,,,20:56:15.220 -> 3003,,,20:59:09.775 -> 1296,,,21:00:16.215 -> 1359,,,21:01:09.321 -> 1384,,,21:02:49.675 -> 1386,,,21:03:59.950 -> 1319
,,,,,,,,20:30:04.960 -> 3391,,,20:35:06.748 -> 3316,,,20:37:03.518 -> 3351,,,20:46:19.763 -> 3182,,,20:55:17.036 -> 3010,,,20:56:15.268 -> 3009,,,20:59:09.775 -> 1297,,,21:00:16.260 -> 1360,,,21:01:09.321 -> 1386,,,21:02:49.675 -> 1387,,,21:03:59.950 -> 1320
,,,,,,,,20:30:04.960 -> 3395,,,20:35:06.748 -> 3322,,,20:37:03.518 -> 3357,,,20:46:19.763 -> 3189,,,20:55:17.036 -> 3015,,,20:56:15.268 -> 3014,,,20:59:09.819 -> 1297,,,21:00:16.260 -> 1361,,,21:01:09.321 -> 1388,,,21:02:49.675 -> 1389,,,21:03:59.950 -> 1321
,,,,,,,,20:30:04.960 -> 3399,,,20:35:06.797 -> 3328,,,20:37:03.518 -> 3363,,,20:46:19.808 -> 3195,,,20:55:17.036 -> 3021,,,20:56:15.268 -> 3020,,,20:59:09.819 -> 1297,,,21:00:16.260 -> 1362,,,21:01:09.321 -> 1390,,,21:02:49.719 -> 1390,,,21:03:59.950 -> 1321
,,,,,,,,20:30:04.960 -> 3403,,,20:35:06.797 -> 3333,,,20:37:03.566 -> 3369,,,20:46:19.808 -> 3201,,,20:55:17.081 -> 3026,,,20:56:15.268 -> 3025,,,20:59:09.819 -> 1297,,,21:00:16.260 -> 1363,,,21:01:09.321 -> 1392,,,21:02:49.719 -> 1392,,,21:03:59.950 -> 1321
,,,,,,,,20:30:04.960 -> 3406,,,20:35:06.797 -> 3339,,,20:37:03.566 -> 3375,,,20:46:19.808 -> 3207,,,20:55:17.081 -> 3031,,,20:56:15.268 -> 3029,,,20:59:09.819 -> 1297,,,21:00:16.304 -> 1364,,,21:01:09.365 -> 1393,,,21:02:49.719 -> 1393,,,21:03:59.990 -> 1321
,,,,,,,,20:30:05.004 -> 3410,,,20:35:06.797 -> 3344,,,20:37:03.566 -> 3380,,,20:46:19.808 -> 3213,,,20:55:17.081 -> 3036,,,20:56:15.316 -> 3034,,,20:59:09.863 -> 1297,,,21:00:16.304 -> 1365,,,21:01:09.365 -> 1394,,,21:02:49.719 -> 1394,,,21:03:59.990 -> 1321
,,,,,,,,20:30:05.004 -> 3413,,,20:35:06.797 -> 3349,,,20:37:03.566 -> 3385,,,20:46:19.808 -> 3219,,,20:55:17.081 -> 3040,,,20:56:15.316 -> 3038,,,20:59:09.863 -> 1297,,,21:00:16.304 -> 1365,,,21:01:09.365 -> 1396,,,21:02:49.768 -> 1395,,,21:03:59.990 -> 1321
,,,,,,,,20:30:05.004 -> 3416,,,20:35:06.845 -> 3354,,,20:37:03.566 -> 3390,,,20:46:19.856 -> 3224,,,20:55:17.081 -> 3045,,,20:56:15.316 -> 3043,,,20:59:09.863 -> 1297,,,21:00:16.304 -> 1365,,,21:01:09.365 -> 1397,,,21:02:49.768 -> 1396,,,21:03:59.990 -> 1321
,,,,,,,,20:30:05.004 -> 3419,,,20:35:06.845 -> 3359,,,20:37:03.615 -> 3395,,,20:46:19.856 -> 3230,,,20:55:17.130 -> 3049,,,20:56:15.316 -> 3047,,,20:59:09.863 -> 1297,,,21:00:16.348 -> 1366,,,21:01:09.409 -> 1398,,,21:02:49.768 -> 1396,,,21:03:59.990 -> 1321
,,,,,,,,20:30:05.048 -> 3422,,,20:35:06.845 -> 3363,,,20:37:03.615 -> 3400,,,20:46:19.856 -> 3235,,,20:55:17.130 -> 3053,,,20:56:15.316 -> 3051,,,20:59:09.912 -> 1297,,,21:00:16.348 -> 1366,,,21:01:09.409 -> 1399,,,21:02:49.768 -> 1397,,,21:04:00.038 -> 1321
,,,,,,,,20:30:05.048 -> 3425,,,20:35:06.845 -> 3368,,,20:37:03.615 -> 3404,,,20:46:19.856 -> 3240,,,20:55:17.130 -> 3057,,,20:56:15.364 -> 3054,,,20:59:09.912 -> 1297,,,21:00:16.348 -> 1366,,,21:01:09.409 -> 1399,,,21:02:49.768 -> 1397,,,21:04:00.038 -> 1321
,,,,,,,,20:30:05.048 -> 3428,,,20:35:06.845 -> 3372,,,20:37:03.615 -> 3409,,,20:46:19.856 -> 3245,,,20:55:17.130 -> 3061,,,20:56:15.364 -> 3058,,,20:59:09.912 -> 1297,,,21:00:16.348 -> 1366,,,21:01:09.409 -> 1400,,,21:02:49.812 -> 1398,,,21:04:00.038 -> 1321
,,,,,,,,20:30:05.048 -> 3430,,,20:35:06.894 -> 3376,,,20:37:03.659 -> 3413,,,20:46:19.900 -> 3249,,,20:55:17.178 -> 3065,,,20:56:15.364 -> 3061,,,20:59:09.912 -> 1297,,,21:00:16.348 -> 1366,,,21:01:09.409 -> 1400,,,21:02:49.812 -> 1398,,,21:04:00.038 -> 1321
,,,,,,,,20:30:05.048 -> 3432,,,20:35:06.894 -> 3380,,,20:37:03.659 -> 3417,,,20:46:19.900 -> 3254,,,20:55:17.178 -> 3068,,,20:56:15.364 -> 3065,,,20:59:09.912 -> 1297,,,21:00:16.392 -> 1366,,,21:01:09.457 -> 1401,,,21:02:49.812 -> 1398,,,21:04:00.082 -> 1321
,,,,,,,,20:30:05.092 -> 3434,,,20:35:06.894 -> 3384,,,20:37:03.659 -> 3420,,,20:46:19.900 -> 3258,,,20:55:17.178 -> 3071,,,20:56:15.409 -> 3068,,,20:59:09.960 -> 1297,,,21:00:16.392 -> 1366,,,21:01:09.457 -> 1401,,,21:02:49.812 -> 1398,,,21:04:00.082 -> 1321
,,,,,,,,20:30:05.092 -> 3436,,,20:35:06.894 -> 3387,,,20:37:03.659 -> 3424,,,20:46:19.900 -> 3263,,,20:55:17.178 -> 3075,,,20:56:15.409 -> 3071,,,20:59:09.960 -> 1297,,,21:00:16.392 -> 1366,,,21:01:09.457 -> 1401,,,21:02:49.860 -> 1398,,,21:04:00.082 -> 1321
,,,,,,,,20:30:05.092 -> 3438,,,20:35:06.938 -> 3390,,,20:37:03.659 -> 3427,,,20:46:19.949 -> 3267,,,20:55:17.178 -> 3077,,,20:56:15.409 -> 3073,,,20:59:09.960 -> 1297,,,21:00:16.392 -> 1366,,,21:01:09.457 -> 1401,,,,,,21:04:00.082 -> 1321
,,,,,,,,20:30:05.092 -> 3440,,,20:35:06.938 -> 3394,,,20:37:03.703 -> 3431,,,20:46:19.949 -> 3271,,,20:55:17.226 -> 3080,,,20:56:15.409 -> 3076,,,20:59:09.960 -> 1297,,,21:00:16.436 -> 1366,,,21:01:09.506 -> 1401,,,,,,21:04:00.082 -> 1321
,,,,,,,,20:30:05.135 -> 3441,,,20:35:06.938 -> 3397,,,20:37:03.703 -> 3434,,,20:46:19.949 -> 3275,,,20:55:17.226 -> 3083,,,20:56:15.409 -> 3079,,,20:59:09.960 -> 1297,,,21:00:16.436 -> 1366,,,21:01:09.506 -> 1401,,,,,,21:04:00.127 -> 1321
,,,,,,,,20:30:05.135 -> 3443,,,20:35:06.938 -> 3399,,,20:37:03.703 -> 3437,,,20:46:19.949 -> 3279,,,20:55:17.226 -> 3085,,,20:56:15.453 -> 3081,,,20:59:10.008 -> 1297,,,21:00:16.436 -> 1366,,,21:01:09.506 -> 1401,,,,,,21:04:00.127 -> 1321
,,,,,,,,20:30:05.135 -> 3444,,,20:35:06.938 -> 3402,,,20:37:03.703 -> 3440,,,20:46:19.949 -> 3282,,,20:55:17.226 -> 3088,,,20:56:15.453 -> 3083,,,20:59:10.008 -> 1297,,,21:00:16.436 -> 1366,,,21:01:09.506 -> 1401,,,,,,21:04:00.127 -> 1321
,,,,,,,,20:30:05.135 -> 3445,,,20:35:06.983 -> 3405,,,20:37:03.748 -> 3442,,,20:46:19.996 -> 3286,,,20:55:17.226 -> 3090,,,20:56:15.453 -> 3085,,,20:59:10.008 -> 1297,,,21:00:16.436 -> 1366,,,21:01:09.506 -> 1401,,,,,,21:04:00.127 -> 1321
,,,,,,,,20:30:05.135 -> 3446,,,20:35:06.983 -> 3407,,,20:37:03.748 -> 3445,,,20:46:19.996 -> 3289,,,20:55:17.270 -> 3092,,,20:56:15.453 -> 3087,,,20:59:10.008 -> 1297,,,21:00:16.478 -> 1366,,,21:01:09.549 -> 1401,,,,,,21:04:00.172 -> 1321
,,,,,,,,20:30:05.184 -> 3447,,,20:35:06.983 -> 3409,,,20:37:03.748 -> 3447,,,20:46:19.996 -> 3292,,,20:55:17.270 -> 3094,,,20:56:15.501 -> 3089,,,20:59:10.008 -> 1297,,,21:00:16.478 -> 1366,,,21:01:09.549 -> 1401,,,,,,21:04:00.172 -> 1321
,,,,,,,,20:30:05.184 -> 3448,,,20:35:06.983 -> 3411,,,20:37:03.748 -> 3449,,,20:46:19.996 -> 3295,,,20:55:17.270 -> 3096,,,20:56:15.501 -> 3091,,,20:59:10.052 -> 1297,,,21:00:16.478 -> 1366,,,21:01:09.549 -> 1401,,,,,,21:04:00.172 -> 1321
,,,,,,,,20:30:05.184 -> 3449,,,20:35:07.031 -> 3413,,,20:37:03.748 -> 3452,,,20:46:19.996 -> 3298,,,20:55:17.270 -> 3097,,,20:56:15.501 -> 3092,,,20:59:10.052 -> 1297,,,21:00:16.478 -> 1366,,,21:01:09.549 -> 1401,,,,,,21:04:00.172 -> 1321
,,,,,,,,20:30:05.184 -> 3449,,,20:35:07.031 -> 3415,,,20:37:03.797 -> 3453,,,20:46:20.030 -> 3301,,,20:55:17.270 -> 3099,,,20:56:15.501 -> 3093,,,20:59:10.052 -> 1297,,,21:00:16.522 -> 1366,,,21:01:09.549 -> 1401,,,,,,21:04:00.172 -> 1321
,,,,,,,,20:30:05.184 -> 3450,,,20:35:07.031 -> 3417,,,20:37:03.797 -> 3455,,,20:46:20.030 -> 3303,,,20:55:17.318 -> 3100,,,20:56:15.501 -> 3095,,,20:59:10.052 -> 1297,,,21:00:16.522 -> 1366,,,21:01:09.595 -> 1401,,,,,,21:04:00.216 -> 1321
,,,,,,,,20:30:05.228 -> 3450,,,20:35:07.031 -> 3419,,,20:37:03.797 -> 3457,,,20:46:20.030 -> 3306,,,20:55:17.318 -> 3101,,,20:56:15.545 -> 3096,,,20:59:10.096 -> 1297,,,21:00:16.522 -> 1366,,,21:01:09.595 -> 1401,,,,,,21:04:00.216 -> 1321
,,,,,,,,20:30:05.228 -> 3450,,,20:35:07.031 -> 3420,,,20:37:03.797 -> 3458,,,20:46:20.075 -> 3308,,,20:55:17.318 -> 3102,,,20:56:15.545 -> 3096,,,20:59:10.096 -> 1297,,,21:00:16.522 -> 1366,,,21:01:09.595 -> 1401,,,,,,21:04:00.216 -> 1321
,,,,,,,,20:30:05.228 -> 3450,,,20:35:07.075 -> 3421,,,20:37:03.797 -> 3460,,,20:46:20.075 -> 3310,,,20:55:17.318 -> 3103,,,20:56:15.545 -> 3097,,,,,,21:00:16.566 -> 1366,,,21:01:09.595 -> 1401,,,,,,21:04:00.216 -> 1321
,,,,,,,,20:30:05.228 -> 3450,,,20:35:07.075 -> 3422,,,20:37:03.845 -> 3461,,,20:46:20.075 -> 3312,,,20:55:17.366 -> 3103,,,20:56:15.545 -> 3098,,,,,,21:00:16.566 -> 1366,,,21:01:09.640 -> 1401,,,,,,21:04:00.265 -> 1321
,,,,,,,,20:30:05.274 -> 3450,,,20:35:07.075 -> 3423,,,20:37:03.845 -> 3462,,,20:46:20.075 -> 3314,,,20:55:17.366 -> 3103,,,20:56:15.545 -> 3098,,,,,,21:00:16.566 -> 1366,,,21:01:09.640 -> 1401,,,,,,21:04:00.265 -> 1321
,,,,,,,,20:30:05.274 -> 3450,,,20:35:07.075 -> 3424,,,20:37:03.845 -> 3463,,,20:46:20.075 -> 3316,,,20:55:17.366 -> 3104,,,20:56:15.593 -> 3098,,,,,,21:00:16.566 -> 1366,,,21:01:09.640 -> 1401,,,,,,21:04:00.265 -> 1321
,,,,,,,,20:30:05.274 -> 3450,,,20:35:07.075 -> 3425,,,20:37:03.845 -> 3464,,,20:46:20.120 -> 3318,,,20:55:17.366 -> 3104,,,20:56:15.593 -> 3098,,,,,,21:00:16.566 -> 1366,,,21:01:09.640 -> 1401,,,,,,21:04:00.265 -> 1321
,,,,,,,,20:30:05.274 -> 3450,,,20:35:07.120 -> 3426,,,20:37:03.845 -> 3465,,,20:46:20.120 -> 3319,,,20:55:17.366 -> 3104,,,20:56:15.593 -> 3098,,,,,,21:00:16.610 -> 1366,,,21:01:09.640 -> 1401,,,,,,21:04:00.265 -> 1321
,,,,,,,,20:30:05.274 -> 3450,,,20:35:07.120 -> 3426,,,20:37:03.893 -> 3466,,,20:46:20.120 -> 3321,,,20:55:17.414 -> 3104,,,20:56:15.593 -> 3098,,,,,,21:00:16.610 -> 1366,,,21:01:09.688 -> 1401,,,,,,21:04:00.310 -> 1321
,,,,,,,,20:30:05.316 -> 3450,,,20:35:07.120 -> 3427,,,20:37:03.893 -> 3466,,,20:46:20.120 -> 3322,,,20:55:17.414 -> 3104,,,20:56:15.593 -> 3098,,,,,,21:00:16.610 -> 1366,,,21:01:09.688 -> 1401,,,,,,21:04:00.310 -> 1321
,,,,,,,,20:30:05.316 -> 3450,,,20:35:07.120 -> 3427,,,20:37:03.893 -> 3466,,,20:46:20.168 -> 3323,,,20:55:17.414 -> 3104,,,20:56:15.637 -> 3098,,,,,,21:00:16.610 -> 1366,,,21:01:09.688 -> 1401,,,,,,21:04:00.310 -> 1321
,,,,,,,,20:30:05.316 -> 3450,,,20:35:07.168 -> 3427,,,20:37:03.893 -> 3467,,,20:46:20.168 -> 3324,,,20:55:17.414 -> 3104,,,20:56:15.637 -> 3098,,,,,,21:00:16.654 -> 1366,,,21:01:09.688 -> 1401,,,,,,21:04:00.310 -> 1321
,,,,,,,,20:30:05.316 -> 3450,,,20:35:07.168 -> 3427,,,20:37:03.942 -> 3467,,,20:46:20.168 -> 3325,,,20:55:17.414 -> 3104,,,20:56:15.637 -> 3098,,,,,,21:00:16.654 -> 1366,,,21:01:09.688 -> 1401,,,,,,21:04:00.310 -> 1321
,,,,,,,,20:30:05.360 -> 3450,,,20:35:07.168 -> 3427,,,20:37:03.942 -> 3467,,,20:46:20.168 -> 3326,,,20:55:17.462 -> 3104,,,20:56:15.637 -> 3098,,,,,,21:00:16.654 -> 1366,,,21:01:09.737 -> 1401,,,,,,
,,,,,,,,20:30:05.360 -> 3450,,,20:35:07.168 -> 3427,,,20:37:03.942 -> 3467,,,20:46:20.168 -> 3327,,,20:55:17.462 -> 3104,,,20:56:15.681 -> 3098,,,,,,21:00:16.654 -> 1366,,,21:01:09.737 -> 1401,,,,,,
,,,,,,,,20:30:05.360 -> 3450,,,20:35:07.168 -> 3427,,,20:37:03.942 -> 3467,,,20:46:20.213 -> 3328,,,20:55:17.462 -> 3104,,,,,,,,,21:00:16.654 -> 1366,,,21:01:09.737 -> 1401,,,,,,
,,,,,,,,20:30:05.360 -> 3450,,,20:35:07.216 -> 3427,,,20:37:03.942 -> 3467,,,20:46:20.213 -> 3328,,,20:55:17.462 -> 3104,,,,,,,,,21:00:16.698 -> 1366,,,21:01:09.737 -> 1401,,,,,,
,,,,,,,,20:30:05.406 -> 3450,,,20:35:07.216 -> 3427,,,20:37:03.986 -> 3467,,,20:46:20.213 -> 3328,,,20:55:17.462 -> 3104,,,,,,,,,21:00:16.698 -> 1366,,,21:01:09.737 -> 1401,,,,,,
,,,,,,,,20:30:05.406 -> 3450,,,20:35:07.216 -> 3427,,,20:37:03.986 -> 3467,,,20:46:20.213 -> 3329,,,20:55:17.510 -> 3104,,,,,,,,,21:00:16.698 -> 1366,,,21:01:09.780 -> 1401,,,,,,
,,,,,,,,20:30:05.406 -> 3450,,,20:35:07.216 -> 3427,,,20:37:03.986 -> 3467,,,20:46:20.257 -> 3329,,,20:55:17.510 -> 3104,,,,,,,,,21:00:16.698 -> 1366,,,21:01:09.780 -> 1401,,,,,,
,,,,,,,,20:30:05.406 -> 3450,,,20:35:07.216 -> 3427,,,20:37:03.986 -> 3467,,,20:46:20.257 -> 3329,,,20:55:17.510 -> 3104,,,,,,,,,21:00:16.741 -> 1366,,,21:01:09.780 -> 1401,,,,,,
,,,,,,,,20:30:05.406 -> 3450,,,20:35:07.265 -> 3427,,,20:37:03.986 -> 3467,,,20:46:20.257 -> 3329,,,20:55:17.510 -> 3104,,,,,,,,,21:00:16.741 -> 1366,,,21:01:09.780 -> 1401,,,,,,
,,,,,,,,20:30:05.452 -> 3450,,,20:35:07.265 -> 3427,,,20:37:04.034 -> 3467,,,20:46:20.257 -> 3329,,,20:55:17.510 -> 3104,,,,,,,,,21:00:16.741 -> 1366,,,21:01:09.815 -> 1401,,,,,,
,,,,,,,,20:30:05.452 -> 3450,,,20:35:07.265 -> 3427,,,20:37:04.034 -> 3467,,,20:46:20.257 -> 3329,,,20:55:17.558 -> 3104,,,,,,,,,21:00:16.741 -> 1366,,,21:01:09.815 -> 1401,,,,,,
,,,,,,,,20:30:05.452 -> 3450,,,20:35:07.265 -> 3427,,,20:37:04.034 -> 3467,,,20:46:20.305 -> 3329,,,20:55:17.558 -> 3104,,,,,,,,,21:00:16.741 -> 1366,,,21:01:09.815 -> 1401,,,,,,
,,,,,,,,20:30:05.452 -> 3450,,,20:35:07.265 -> 3427,,,20:37:04.034 -> 3467,,,20:46:20.305 -> 3329,,,20:55:17.558 -> 3104,,,,,,,,,21:00:16.781 -> 1366,,,21:01:09.863 -> 1401,,,,,,
,,,,,,,,20:30:05.496 -> 3450,,,20:35:07.309 -> 3427,,,20:37:04.034 -> 3467,,,20:46:20.305 -> 3329,,,20:55:17.558 -> 3104,,,,,,,,,21:00:16.781 -> 1366,,,21:01:09.863 -> 1401,,,,,,
,,,,,,,,20:30:05.496 -> 3450,,,20:35:07.309 -> 3427,,,20:37:04.078 -> 3467,,,,,,20:55:17.558 -> 3104,,,,,,,,,21:00:16.781 -> 1366,,,21:01:09.863 -> 1401,,,,,,
,,,,,,,,20:30:05.496 -> 3450,,,20:35:07.309 -> 3427,,,20:37:04.078 -> 3467,,,,,,20:55:17.606 -> 3104,,,,,,,,,21:00:16.781 -> 1366,,,21:01:09.863 -> 1401,,,,,,
,,,,,,,,,,,20:35:07.309 -> 3427,,,20:37:04.078 -> 3467,,,,,,20:55:17.606 -> 3104,,,,,,,,,21:00:16.826 -> 1366,,,21:01:09.863 -> 1401,,,,,,
,,,,,,,,,,,,,,20:37:04.078 -> 3467,,,,,,20:55:17.606 -> 3104,,,,,,,,,21:00:16.826 -> 1366,,,21:01:09.909 -> 1401,,,,,,
,,,,,,,,,,,,,,20:37:04.121 -> 3467,,,,,,20:55:17.606 -> 3104,,,,,,,,,21:00:16.826 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.121 -> 3467,,,,,,20:55:17.655 -> 3104,,,,,,,,,21:00:16.826 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.121 -> 3467,,,,,,20:55:17.655 -> 3104,,,,,,,,,21:00:16.872 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.121 -> 3467,,,,,,20:55:17.655 -> 3104,,,,,,,,,21:00:16.872 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.166 -> 3467,,,,,,20:55:17.655 -> 3104,,,,,,,,,21:00:16.872 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.166 -> 3467,,,,,,20:55:17.655 -> 3104,,,,,,,,,21:00:16.872 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.166 -> 3467,,,,,,20:55:17.703 -> 3104,,,,,,,,,21:00:16.872 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.166 -> 3467,,,,,,20:55:17.703 -> 3104,,,,,,,,,21:00:16.917 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.166 -> 3467,,,,,,20:55:17.703 -> 3104,,,,,,,,,21:00:16.917 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.213 -> 3467,,,,,,20:55:17.703 -> 3104,,,,,,,,,21:00:16.917 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.213 -> 3467,,,,,,20:55:17.703 -> 3104,,,,,,,,,21:00:16.917 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.213 -> 3467,,,,,,20:55:17.747 -> 3104,,,,,,,,,21:00:16.964 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.213 -> 3467,,,,,,20:55:17.747 -> 3104,,,,,,,,,21:00:16.964 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.213 -> 3467,,,,,,20:55:17.747 -> 3104,,,,,,,,,21:00:16.964 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.262 -> 3467,,,,,,20:55:17.747 -> 3104,,,,,,,,,21:00:16.964 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.262 -> 3467,,,,,,20:55:17.747 -> 3104,,,,,,,,,21:00:16.964 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.262 -> 3467,,,,,,,,,,,,,,,21:00:17.008 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.262 -> 3467,,,,,,,,,,,,,,,21:00:17.008 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.305 -> 3467,,,,,,,,,,,,,,,21:00:17.008 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.305 -> 3467,,,,,,,,,,,,,,,21:00:17.008 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.305 -> 3467,,,,,,,,,,,,,,,21:00:17.056 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.305 -> 3467,,,,,,,,,,,,,,,21:00:17.056 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.305 -> 3467,,,,,,,,,,,,,,,21:00:17.056 -> 1366,,,,,,,,,
,,,,,,,,,,,,,,20:37:04.353 -> 3467,,,,,,,,,,,,,,,21:00:17.056 -> 1366,,,,,,,,,
